TOP.599ca620.00000000	START
TOP.599d5f42.00000000	user_options->restore_disable	0
TOP.599d5f42.00000000	user_options->restore_timer	60
TOP.599d5f42.00000000	user_options->rp_files_cnt	0
TOP.599d5f42.00000000	user_options->rp_gen	0
TOP.599d5f42.00000000	user_options->rp_gen_func_max	4
TOP.599d5f42.00000000	user_options->rp_gen_func_min	1
TOP.599d5f42.00000000	user_options->rp_gen_seed	0
TOP.599d5f42.00000000	user_options->runtime	0
TOP.599d5f42.00000000	user_options->scrypt_tmto	0
TOP.599d5f42.00000000	user_options->segment_size	33554432
TOP.599d5f42.00000000	user_options->show	0
TOP.599d5f42.00000000	user_options->status	0
TOP.599d5f42.00000000	user_options->status_timer	10
TOP.599d5f42.00000000	user_options->stdout_flag	0
TOP.599d5f42.00000000	user_options->speed_only	0
TOP.599d5f42.00000000	user_options->progress_only	0
TOP.599d5f42.00000000	user_options->usage	0
TOP.599d5f42.00000000	user_options->username	0
TOP.599d5f42.00000000	user_options->veracrypt_pim	0
TOP.599d5f42.00000000	user_options->version	0
TOP.599d5f42.00000000	user_options->weak_hash_threshold	100
TOP.599d5f42.00000000	user_options->workload_profile	2
TOP.599d5f42.00000000	proc_start	1503485762
TOP.599d5f42.00000000	proc_stop	1503485763
TOP.599d5f42.00000000	STOP
TOP.599d5fd1.00000000	START
TOP.599d5fd1.00000000	user_options->separator	:
TOP.599d5fd1.00000000	user_options->encoding_from	utf-8
TOP.599d5fd1.00000000	user_options->encoding_to	utf-8
TOP.599d5fd1.00000000	user_options->rule_buf_l	:
TOP.599d5fd1.00000000	user_options->rule_buf_r	:
TOP.599d5fd1.00000000	user_options->session	hashcat
TOP.599d5fd1.00000000	user_options->limit	0
TOP.599d5fd1.00000000	user_options->skip	0
TOP.599d5fd1.00000000	user_options->attack_mode	0
TOP.599d5fd1.00000000	user_options->benchmark	0
TOP.599d5fd1.00000000	user_options->bitmap_max	24
TOP.599d5fd1.00000000	user_options->bitmap_min	16
TOP.599d5fd1.00000000	user_options->debug_mode	0
TOP.599d5fd1.00000000	user_options->force	0
TOP.599d5fd1.00000000	user_options->gpu_temp_abort	90
TOP.599d5fd1.00000000	user_options->gpu_temp_disable	0
TOP.599d5fd1.00000000	user_options->gpu_temp_retain	75
TOP.599d5fd1.00000000	user_options->hash_mode	0
TOP.599d5fd1.00000000	user_options->hex_charset	0
TOP.599d5fd1.00000000	user_options->hex_salt	0
TOP.599d5fd1.00000000	user_options->hex_wordlist	0
TOP.599d5fd1.00000000	user_options->increment	0
TOP.599d5fd1.00000000	user_options->increment_max	54
TOP.599d5fd1.00000000	user_options->increment_min	1
TOP.599d5fd1.00000000	user_options->keep_guessing	0
TOP.599d5fd1.00000000	user_options->kernel_accel	0
TOP.599d5fd1.00000000	user_options->kernel_loops	0
TOP.599d5fd1.00000000	user_options->keyspace	0
TOP.599d5fd1.00000000	user_options->left	0
TOP.599d5fd1.00000000	user_options->logfile_disable	0
TOP.599d5fd1.00000000	user_options->loopback	0
TOP.599d5fd1.00000000	user_options->machine_readable	0
TOP.599d5fd1.00000000	user_options->markov_classic	0
TOP.599d5fd1.00000000	user_options->markov_disable	0
TOP.599d5fd1.00000000	user_options->markov_threshold	256
TOP.599d5fd1.00000000	user_options->nvidia_spin_damp	100
TOP.599d5fd1.00000000	user_options->opencl_info	0
TOP.599d5fd1.00000000	user_options->opencl_vector_width	0
TOP.599d5fd1.00000000	user_options->outfile_autohex	1
TOP.599d5fd1.00000000	user_options->outfile_check_timer	5
TOP.599d5fd1.00000000	user_options->outfile_format	3
TOP.599d5fd1.00000000	user_options->potfile_disable	0
TOP.599d5fd1.00000000	user_options->powertune_enable	0
TOP.599d5fd1.00000000	user_options->quiet	0
TOP.599d5fd1.00000000	user_options->remove	0
TOP.599d5fd1.00000000	user_options->remove_timer	60
TOP.599d5fd1.00000000	user_options->restore	0
TOP.599d5fd1.00000000	user_options->restore_disable	0
TOP.599d5fd1.00000000	user_options->restore_timer	60
TOP.599d5fd1.00000000	user_options->rp_files_cnt	0
TOP.599d5fd1.00000000	user_options->rp_gen	0
TOP.599d5fd1.00000000	user_options->rp_gen_func_max	4
TOP.599d5fd1.00000000	user_options->rp_gen_func_min	1
TOP.599d5fd1.00000000	user_options->rp_gen_seed	0
TOP.599d5fd1.00000000	user_options->runtime	0
TOP.599d5fd1.00000000	user_options->scrypt_tmto	0
TOP.599d5fd1.00000000	user_options->segment_size	33554432
TOP.599d5fd1.00000000	user_options->show	0
TOP.599d5fd1.00000000	user_options->status	0
TOP.599d5fd1.00000000	user_options->status_timer	10
TOP.599d5fd1.00000000	user_options->stdout_flag	0
TOP.599d5fd1.00000000	user_options->speed_only	0
TOP.599d5fd1.00000000	user_options->progress_only	0
TOP.599d5fd1.00000000	user_options->usage	0
TOP.599d5fd1.00000000	user_options->username	0
TOP.599d5fd1.00000000	user_options->veracrypt_pim	0
TOP.599d5fd1.00000000	user_options->version	0
TOP.599d5fd1.00000000	user_options->weak_hash_threshold	100
TOP.599d5fd1.00000000	user_options->workload_profile	2
TOP.599d5fd1.00000000	hashes->hashfile	E:\hashcat-3.6.0\Hashcat\Test-Hashes\eendenpoep1.txt
TOP.599d5fd1.00000000	hashes->hashlist_mode	4
TOP.599d5fd1.00000000	hashes->hashlist_format	0
TOP.599d5fd1.00000000	hashes->hashes_cnt	0
TOP.599d5fd1.00000000	hashes->digests_cnt	1
TOP.599d5fd1.00000000	hashes->digests_done	0
TOP.599d5fd1.00000000	hashes->salts_cnt	1
TOP.599d5fd1.00000000	hashes->salts_done	0
TOP.599d5fd1.00000000	SUB.599d5fd3.00000004	START
TOP.599d5fd1.00000000	SUB.599d5fd3.00000004	straight_ctx->dict	E:\hashcat-3.6.0\Hashcat\Dictionary-Attack-Wordlist\rockyou.txt
TOP.599d5fd1.00000000	SUB.599d5fd3.00000004	runtime_start	1503485908
TOP.599d5fd1.00000000	SUB.599d5fd3.00000004	runtime_stop	1503485909
TOP.599d5fd1.00000000	SUB.599d5fd3.00000004	status-after-work	4
TOP.599d5fd1.00000000	SUB.599d5fd3.00000004	STOP
TOP.599d5fd1.00000000	proc_start	1503485905
TOP.599d5fd1.00000000	proc_stop	1503485910
TOP.599d5fd1.00000000	STOP
TOP.599d6001.00000000	START
TOP.599d6001.00000000	user_options->separator	:
TOP.599d6001.00000000	user_options->custom_charset_1	?l?d?u
TOP.599d6001.00000000	user_options->custom_charset_2	?l?d
TOP.599d6001.00000000	user_options->custom_charset_3	?l?d*!$@_
TOP.599d6001.00000000	user_options->encoding_from	utf-8
TOP.599d6001.00000000	user_options->encoding_to	utf-8
TOP.599d6001.00000000	user_options->rule_buf_l	:
TOP.599d6001.00000000	user_options->rule_buf_r	:
TOP.599d6001.00000000	user_options->session	hashcat
TOP.599d6001.00000000	user_options->limit	0
TOP.599d6001.00000000	user_options->skip	0
TOP.599d6001.00000000	user_options->attack_mode	3
TOP.599d6001.00000000	user_options->benchmark	0
TOP.599d6001.00000000	user_options->bitmap_max	24
TOP.599d6001.00000000	user_options->bitmap_min	16
TOP.599d6001.00000000	user_options->debug_mode	0
TOP.599d6001.00000000	user_options->force	0
TOP.599d6001.00000000	user_options->gpu_temp_abort	90
TOP.599d6001.00000000	user_options->gpu_temp_disable	0
TOP.599d6001.00000000	user_options->gpu_temp_retain	75
TOP.599d6001.00000000	user_options->hash_mode	0
TOP.599d6001.00000000	user_options->hex_charset	0
TOP.599d6001.00000000	user_options->hex_salt	0
TOP.599d6001.00000000	user_options->hex_wordlist	0
TOP.599d6001.00000000	user_options->increment	1
TOP.599d6001.00000000	user_options->increment_max	54
TOP.599d6001.00000000	user_options->increment_min	1
TOP.599d6001.00000000	user_options->keep_guessing	0
TOP.599d6001.00000000	user_options->kernel_accel	0
TOP.599d6001.00000000	user_options->kernel_loops	0
TOP.599d6001.00000000	user_options->keyspace	0
TOP.599d6001.00000000	user_options->left	0
TOP.599d6001.00000000	user_options->logfile_disable	0
TOP.599d6001.00000000	user_options->loopback	0
TOP.599d6001.00000000	user_options->machine_readable	0
TOP.599d6001.00000000	user_options->markov_classic	0
TOP.599d6001.00000000	user_options->markov_disable	0
TOP.599d6001.00000000	user_options->markov_threshold	256
TOP.599d6001.00000000	user_options->nvidia_spin_damp	100
TOP.599d6001.00000000	user_options->opencl_info	0
TOP.599d6001.00000000	user_options->opencl_vector_width	0
TOP.599d6001.00000000	user_options->outfile_autohex	1
TOP.599d6001.00000000	user_options->outfile_check_timer	5
TOP.599d6001.00000000	user_options->outfile_format	3
TOP.599d6001.00000000	user_options->potfile_disable	0
TOP.599d6001.00000000	user_options->powertune_enable	0
TOP.599d6001.00000000	user_options->quiet	0
TOP.599d6001.00000000	user_options->remove	0
TOP.599d6001.00000000	user_options->remove_timer	60
TOP.599d6001.00000000	user_options->restore	0
TOP.599d6001.00000000	user_options->restore_disable	0
TOP.599d6001.00000000	user_options->restore_timer	60
TOP.599d6001.00000000	user_options->rp_files_cnt	0
TOP.599d6001.00000000	user_options->rp_gen	0
TOP.599d6001.00000000	user_options->rp_gen_func_max	4
TOP.599d6001.00000000	user_options->rp_gen_func_min	1
TOP.599d6001.00000000	user_options->rp_gen_seed	0
TOP.599d6001.00000000	user_options->runtime	0
TOP.599d6001.00000000	user_options->scrypt_tmto	0
TOP.599d6001.00000000	user_options->segment_size	33554432
TOP.599d6001.00000000	user_options->show	0
TOP.599d6001.00000000	user_options->status	0
TOP.599d6001.00000000	user_options->status_timer	10
TOP.599d6001.00000000	user_options->stdout_flag	0
TOP.599d6001.00000000	user_options->speed_only	0
TOP.599d6001.00000000	user_options->progress_only	0
TOP.599d6001.00000000	user_options->usage	0
TOP.599d6001.00000000	user_options->username	0
TOP.599d6001.00000000	user_options->veracrypt_pim	0
TOP.599d6001.00000000	user_options->version	0
TOP.599d6001.00000000	user_options->weak_hash_threshold	0
TOP.599d6001.00000000	user_options->workload_profile	2
TOP.599d6001.00000000	hashes->hashfile	E:\hashcat-3.6.0\Hashcat\Test-Hashes\eendenpoep1.txt
TOP.599d6001.00000000	hashes->hashlist_mode	4
TOP.599d6001.00000000	hashes->hashlist_format	0
TOP.599d6001.00000000	hashes->hashes_cnt	0
TOP.599d6001.00000000	hashes->digests_cnt	1
TOP.599d6001.00000000	hashes->digests_done	0
TOP.599d6001.00000000	hashes->salts_cnt	1
TOP.599d6001.00000000	hashes->salts_done	0
TOP.599d6001.00000000	SUB.599d6008.303d471d	START
TOP.599d6001.00000000	SUB.599d6008.303d471d	mask_ctx->mask	?1
TOP.599d6001.00000000	SUB.599d6008.303d471d	runtime_start	1503485960
TOP.599d6001.00000000	SUB.599d6008.303d471d	runtime_stop	1503485960
TOP.599d6001.00000000	SUB.599d6008.303d471d	status-after-work	4
TOP.599d6001.00000000	SUB.599d6008.303d471d	STOP
TOP.599d6001.00000000	SUB.599d6008.005a6170	START
TOP.599d6001.00000000	SUB.599d6008.005a6170	mask_ctx->mask	?1?2
TOP.599d6001.00000000	SUB.599d6008.005a6170	runtime_start	1503485961
TOP.599d6001.00000000	SUB.599d6008.005a6170	runtime_stop	1503485961
TOP.599d6001.00000000	SUB.599d6008.005a6170	status-after-work	4
TOP.599d6001.00000000	SUB.599d6008.005a6170	STOP
TOP.599d6001.00000000	SUB.599d6009.005a6170	START
TOP.599d6001.00000000	SUB.599d6009.005a6170	mask_ctx->mask	?1?2?2
TOP.599d6001.00000000	SUB.599d6009.005a6170	runtime_start	1503485961
TOP.599d6001.00000000	SUB.599d6009.005a6170	runtime_stop	1503485961
TOP.599d6001.00000000	SUB.599d6009.005a6170	status-after-work	4
TOP.599d6001.00000000	SUB.599d6009.005a6170	STOP
TOP.599d6001.00000000	SUB.599d6009.005a6170	START
TOP.599d6001.00000000	SUB.599d6009.005a6170	mask_ctx->mask	?1?2?2?2
TOP.599d6001.00000000	SUB.599d6009.005a6170	runtime_start	1503485961
TOP.599d6001.00000000	SUB.599d6009.005a6170	runtime_stop	1503485961
TOP.599d6001.00000000	SUB.599d6009.005a6170	status-after-work	4
TOP.599d6001.00000000	SUB.599d6009.005a6170	STOP
TOP.599d6001.00000000	SUB.599d6009.005a6170	START
TOP.599d6001.00000000	SUB.599d6009.005a6170	mask_ctx->mask	?1?2?2?2?2
TOP.599d6001.00000000	SUB.599d6009.005a6170	runtime_start	1503485961
TOP.599d6001.00000000	SUB.599d6009.005a6170	runtime_stop	1503485961
TOP.599d6001.00000000	SUB.599d6009.005a6170	status-after-work	4
TOP.599d6001.00000000	SUB.599d6009.005a6170	STOP
TOP.599d6001.00000000	SUB.599d6009.005a6170	START
TOP.599d6001.00000000	SUB.599d6009.005a6170	mask_ctx->mask	?1?2?2?2?2?2
TOP.599d6001.00000000	SUB.599d6009.005a6170	runtime_start	1503485962
TOP.599d6001.00000000	SUB.599d6009.005a6170	runtime_stop	1503485962
TOP.599d6001.00000000	SUB.599d6009.005a6170	status-after-work	4
TOP.599d6001.00000000	SUB.599d6009.005a6170	STOP
TOP.599d6001.00000000	SUB.599d600a.005a6170	START
TOP.599d6001.00000000	SUB.599d600a.005a6170	mask_ctx->mask	?1?2?2?2?2?2?2
TOP.599d6001.00000000	SUB.599d600a.005a6170	runtime_start	1503485962
TOP.599d6001.00000000	SUB.599d600a.005a6170	runtime_stop	1503485978
TOP.599d6001.00000000	SUB.599d600a.005a6170	status-after-work	4
TOP.599d6001.00000000	SUB.599d600a.005a6170	STOP
TOP.599d6001.00000000	SUB.599d601a.005a6170	START
TOP.599d6001.00000000	SUB.599d601a.005a6170	mask_ctx->mask	?1?2?2?2?2?2?2?3
TOP.599d6001.00000000	SUB.599d601a.005a6170	runtime_start	1503485978
TOP.599d6001.00000000	SUB.599d601a.005a6170	runtime_stop	1503486609
TOP.599d6001.00000000	SUB.599d601a.005a6170	status-after-work	4
TOP.599d6001.00000000	SUB.599d601a.005a6170	STOP
TOP.599d6001.00000000	SUB.599d6291.005a6170	START
TOP.599d6001.00000000	SUB.599d6291.005a6170	mask_ctx->mask	?1?2?2?2?2?2?2?3?3
TOP.599d6001.00000000	SUB.599d6291.005a6170	runtime_start	1503486610
TOP.599d6001.00000000	SUB.599d6291.005a6170	runtime_stop	1503486640
TOP.599d6001.00000000	SUB.599d6291.005a6170	status-after-work	7
TOP.599d6001.00000000	SUB.599d6291.005a6170	STOP
TOP.599d6001.00000000	proc_start	1503485953
TOP.599d6001.00000000	proc_stop	1503486642
TOP.599d6001.00000000	STOP
TOP.599dd2ff.00000000	START
TOP.599dd2ff.00000000	user_options->separator	:
TOP.599dd2ff.00000000	user_options->encoding_from	utf-8
TOP.599dd2ff.00000000	user_options->encoding_to	utf-8
TOP.599dd2ff.00000000	user_options->outfile	E:\hashcat-3.6.0\Scripts\Output\output.txt
TOP.599dd2ff.00000000	user_options->rule_buf_l	:
TOP.599dd2ff.00000000	user_options->rule_buf_r	:
TOP.599dd2ff.00000000	user_options->session	hashcat
TOP.599dd2ff.00000000	user_options->limit	0
TOP.599dd2ff.00000000	user_options->skip	0
TOP.599dd2ff.00000000	user_options->attack_mode	0
TOP.599dd2ff.00000000	user_options->benchmark	0
TOP.599dd2ff.00000000	user_options->bitmap_max	24
TOP.599dd2ff.00000000	user_options->bitmap_min	16
TOP.599dd2ff.00000000	user_options->debug_mode	0
TOP.599dd2ff.00000000	user_options->force	0
TOP.599dd2ff.00000000	user_options->gpu_temp_abort	90
TOP.599dd2ff.00000000	user_options->gpu_temp_disable	0
TOP.599dd2ff.00000000	user_options->gpu_temp_retain	75
TOP.599dd2ff.00000000	user_options->hash_mode	0
TOP.599dd2ff.00000000	user_options->hex_charset	0
TOP.599dd2ff.00000000	user_options->hex_salt	0
TOP.599dd2ff.00000000	user_options->hex_wordlist	0
TOP.599dd2ff.00000000	user_options->increment	0
TOP.599dd2ff.00000000	user_options->increment_max	54
TOP.599dd2ff.00000000	user_options->increment_min	1
TOP.599dd2ff.00000000	user_options->keep_guessing	0
TOP.599dd2ff.00000000	user_options->kernel_accel	0
TOP.599dd2ff.00000000	user_options->kernel_loops	0
TOP.599dd2ff.00000000	user_options->keyspace	0
TOP.599dd2ff.00000000	user_options->left	0
TOP.599dd2ff.00000000	user_options->logfile_disable	0
TOP.599dd2ff.00000000	user_options->loopback	0
TOP.599dd2ff.00000000	user_options->machine_readable	0
TOP.599dd2ff.00000000	user_options->markov_classic	0
TOP.599dd2ff.00000000	user_options->markov_disable	0
TOP.599dd2ff.00000000	user_options->markov_threshold	256
TOP.599dd2ff.00000000	user_options->nvidia_spin_damp	100
TOP.599dd2ff.00000000	user_options->opencl_info	0
TOP.599dd2ff.00000000	user_options->opencl_vector_width	0
TOP.599dd2ff.00000000	user_options->outfile_autohex	1
TOP.599dd2ff.00000000	user_options->outfile_check_timer	5
TOP.599dd2ff.00000000	user_options->outfile_format	2
TOP.599dd2ff.00000000	user_options->potfile_disable	0
TOP.599dd2ff.00000000	user_options->powertune_enable	0
TOP.599dd2ff.00000000	user_options->quiet	0
TOP.599dd2ff.00000000	user_options->remove	0
TOP.599dd2ff.00000000	user_options->remove_timer	60
TOP.599dd2ff.00000000	user_options->restore	0
TOP.599dd2ff.00000000	user_options->restore_disable	0
TOP.599dd2ff.00000000	user_options->restore_timer	60
TOP.599dd2ff.00000000	user_options->rp_files_cnt	0
TOP.599dd2ff.00000000	user_options->rp_gen	0
TOP.599dd2ff.00000000	user_options->rp_gen_func_max	4
TOP.599dd2ff.00000000	user_options->rp_gen_func_min	1
TOP.599dd2ff.00000000	user_options->rp_gen_seed	0
TOP.599dd2ff.00000000	user_options->runtime	0
TOP.599dd2ff.00000000	user_options->scrypt_tmto	0
TOP.599dd2ff.00000000	user_options->segment_size	33554432
TOP.599dd2ff.00000000	user_options->show	0
TOP.599dd2ff.00000000	user_options->status	0
TOP.599dd2ff.00000000	user_options->status_timer	10
TOP.599dd2ff.00000000	user_options->stdout_flag	0
TOP.599dd2ff.00000000	user_options->speed_only	0
TOP.599dd2ff.00000000	user_options->progress_only	0
TOP.599dd2ff.00000000	user_options->usage	0
TOP.599dd2ff.00000000	user_options->username	0
TOP.599dd2ff.00000000	user_options->veracrypt_pim	0
TOP.599dd2ff.00000000	user_options->version	0
TOP.599dd2ff.00000000	user_options->weak_hash_threshold	100
TOP.599dd2ff.00000000	user_options->workload_profile	2
TOP.599dd2ff.00000000	hashes->hashfile	E:\hashcat-3.6.0\Scripts\Input\hashes.txt
TOP.599dd2ff.00000000	hashes->hashlist_mode	4
TOP.599dd2ff.00000000	hashes->hashlist_format	0
TOP.599dd2ff.00000000	hashes->hashes_cnt	0
TOP.599dd2ff.00000000	hashes->digests_cnt	1
TOP.599dd2ff.00000000	hashes->digests_done	0
TOP.599dd2ff.00000000	hashes->salts_cnt	1
TOP.599dd2ff.00000000	hashes->salts_done	0
TOP.599dd2ff.00000000	SUB.599dd302.00000004	START
TOP.599dd2ff.00000000	SUB.599dd302.00000004	straight_ctx->dict	E:\hashcat-3.6.0\Hashcat\Dictionary-Attack-Wordlist\rockyou.txt
TOP.599dd2ff.00000000	SUB.599dd302.00000004	runtime_start	1503515394
TOP.599dd2ff.00000000	SUB.599dd302.00000004	runtime_stop	1503515396
TOP.599dd2ff.00000000	SUB.599dd302.00000004	status-after-work	5
TOP.599dd2ff.00000000	SUB.599dd302.00000004	STOP
TOP.599dd2ff.00000000	proc_start	1503515391
TOP.599dd2ff.00000000	proc_stop	1503515398
TOP.599dd2ff.00000000	STOP
TOP.599dd338.00000000	START
TOP.599dd338.00000000	user_options->separator	:
TOP.599dd338.00000000	user_options->encoding_from	utf-8
TOP.599dd338.00000000	user_options->encoding_to	utf-8
TOP.599dd338.00000000	user_options->rule_buf_l	:
TOP.599dd338.00000000	user_options->rule_buf_r	:
TOP.599dd338.00000000	user_options->session	hashcat
